ID1 ID2 UDdiam LDdiam e_LDdiam Band mu-lambda Method BandCode Notes BibCode Com CADARS SimbadName _RA _DE
HD38572 "FU Aur" 2.664 2.664 0.027 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD38572 87.03407 30.63109
HD38521 "AF Aur" 2.331 2.331 0.046 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD38521 87.18489 44.91027
HIP29896 "GK Ori" 3.5 3.5 0.022 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HIP29896 94.42540 8.51983
HIP31349 "CR Gem" 3.864 3.864 0.015 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HIP31349 98.59965 16.07509
HD46321 "RV Aur" 2.126 2.126 0.064 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD46321 98.68594 42.50355
HD47883 "VW Gem" 2.187 2.187 0.028 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD47883 100.53578 31.45488
HD48664 "CZ Mon" 2.883 2.883 0.04 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD48664 101.16957 3.31634
HD51620 "RV Mon" 3.421 3.421 0.062 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD51620 104.58954 6.16710
HD54361 "W CMa" 4.89 4.89 0.016 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD54361 107.01432 -11.92328
IRC+10158 "BK CMi" 2.946 2.946 0.046 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 IRC+10158 108.91204 5.06101
HD57160 "BM Gem" 2.213 2.213 0.028 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD57160 110.24586 24.99947
HD59643 "NQ Gem" 1.499 1.499 0.066 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD59643 112.97717 24.50348
HD60826 "BE CMi" 2.396 2.396 0.07 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD60826 114.12126 2.07893
HD70072 "RY Hya" 4.112 4.112 0.011 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD70072 125.02633 2.76561
HD144578 "RR Her" 1.582 1.582 0.015 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD144578 241.05587 50.49916
HD173291 "HK Lyr" 3.945 3.945 0.006 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD173291 280.70835 36.95858
HIP92194 "DR Ser" 3.447 3.447 0.005 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HIP92194 281.83760 5.45517
"HIC 95024" "U Lyr" 3.933 3.933 0.024 "H or K ?" 1 1 8 "wrongly identified as HIP95024 in paper although paper's coordinantes are those of HIP95024, a gamma Dor main-sequence star. Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 "HIC 95024" 290.03813 37.87692
HIP95777 "AW Cyg" 3.387 3.387 0.01 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HIP95777 292.19820 46.04393
HD186047 "TT Cyg" 3.305 3.305 0.024 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD186047 295.23757 32.61827
HIP99336 "AY Cyg" 2.156 2.156 0.128 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HIP99336 302.43428 41.49346
HD191783 "RY Cyg" 2.382 2.382 0.017 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD191783 302.59758 35.94706
HIP102764 "V1862 Cyg" 2.902 2.902 0.01 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HIP102764 312.31753 33.22978
HIP105539 "YY Cyg" 2.576 2.576 0.007 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HIP105539 320.61962 42.39624
IRC+50399 "LQ Cyg" 2.069 2.069 0.098 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 IRC+50399 326.66113 52.56745
HD208512 "LW Cyg" 3.954 3.954 0.025 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD208512 328.80737 50.49715
HD208526 "RX Peg" 2.988 2.988 0.127 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD208526 329.09308 22.86182
HIP113715 "VY And" 2.456 2.456 0.005 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HIP113715 345.45611 45.88586
HD220870 "EW And" 1.904 1.904 0.008 "H or K ?" 1 1 8 "Carbon Stars - some are elliptic - uD/LD\approx 1 according to COMARCS models (2009A&A...503..913A)" 2013ApJ...775...45V "" 0 HD220870 351.73901 49.51638
HD1760 "T CET" "" 9.7 0.008 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 1 HD1760 5.44280 -20.05802
HD4128 "BET CET" "" 5.51 0.0025 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 3 HD4128 10.89738 -17.98661
HD8879 "R SCL" "" 10.06 0.005 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 0 HD8879 21.74206 -32.54318
HD24512 "GAM HYI" "" 8.79 0.009 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 2 HD24512 56.80975 -74.23896
HD25705 "GAM RET" "" 7.44 0.002 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 1 HD25705 60.22420 -62.15928
HD30959 "OMI01 ORI" "" 9.78 0.001 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 1 HD30959 73.13319 14.25065
HD32736 "W ORI" "" 9.63 0.004 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 1 HD32736 76.34883 1.17763
HD36389 "CE TAU" "" 9.97 0.008 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 8 HD36389 83.05314 18.59423
HD45348 "ALP CAR" "" 6.92 0.0011 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 7 HD45348 95.98796 -52.69566
HD81797 "ALP HYA" "" 9.36 0.006 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 4 HD81797 141.89684 -8.65860
HD133216 "SIGMA LIB" "" 11.33 0.001 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 2 HD133216 226.01757 -25.28196
HD146051 "DEL OPH" "" 9.93 0.009 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 7 HD146051 243.58641 -3.69432
HD150798 "ALP TRA" "" 9.24 0.002 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 2 HD150798 252.16623 -69.02771
HD152786 "ZET ARA" "" 7.09 0.0012 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 3 HD152786 254.65505 -55.99014
HD158377 "TW OPH" "" 9.46 0.003 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 1 HD158377 262.43193 -19.47302
HD223075 "TX PSC" "" 10.23 0.0036 2.3 "" 1 8 "ld from a fit of the MARCS model" 2013MNRAS.434..437C "" 9 HD223075 356.59797 3.48681
HD3360 "GAM CAS" 0.305 0.311 0.01 R 0.26 1 4 "R-band linear limb-darkening coefficients (2011A&A...529A..75C), assuming a microturbulent velocity of 2 km/s." 2013MNRAS.434.1321M "" 3 HD3360 9.24285 53.89691
HD5448 "37 AND" 0.678 0.708 0.012 R 0.43 1 4 "R-band linear limb-darkening coefficients (2011A&A...529A..75C), assuming a microturbulent velocity of 2 km/s." 2013MNRAS.434.1321M "" 5 HD5448 14.18832 38.49927
HD32630 "ETA AUR" 0.444 0.453 0.011 R 0.26 1 4 "R-band linear limb-darkening coefficients (2011A&A...529A..75C), assuming a microturbulent velocity of 2 km/s." 2013MNRAS.434.1321M "" 5 HD32630 76.62872 41.23448
HD89449 "40 LEO" 0.706 0.731 0.026 R 0.48 1 4 "R-band linear limb-darkening coefficients (2011A&A...529A..75C), assuming a microturbulent velocity of 2 km/s." 2013MNRAS.434.1321M "" 3 HD89449 154.93403 19.47091
HD95608 "BET LEO" 0.416 0.43 0.016 R 0.38 1 4 "R-band linear limb-darkening coefficients (2011A&A...529A..75C), assuming a microturbulent velocity of 2 km/s." 2013MNRAS.434.1321M "" 1 HD95608 165.58240 20.17984
HD97633 "TET LEO" 0.71 0.74 0.023 R 0.39 1 4 "R-band linear limb-darkening coefficients (2011A&A...529A..75C), assuming a microturbulent velocity of 2 km/s." 2013MNRAS.434.1321M "" 4 HD97633 168.56002 15.42957
HD176437 "GAM LYR" 0.729 0.753 0.008 R 0.34 1 4 "R-band linear limb-darkening coefficients (2011A&A...529A..75C), assuming a microturbulent velocity of 2 km/s." 2013MNRAS.434.1321M "" 8 HD176437 284.73593 32.68956
HD202850 "SIG CYG" 0.511 0.527 0.014 R 0.35 1 4 "R-band linear limb-darkening coefficients (2011A&A...529A..75C), assuming a microturbulent velocity of 2 km/s." 2013MNRAS.434.1321M "" 2 HD202850 319.35397 39.39468
HD217675 "OMI AND" 0.494 0.508 0.012 R 0.31 1 4 "R-band linear limb-darkening coefficients (2011A&A...529A..75C), assuming a microturbulent velocity of 2 km/s." 2013MNRAS.434.1321M "" 5 HD217675 345.48027 42.32598
HD219080 "7 AND" 0.622 0.648 0.006 R 0.44 1 4 "R-band linear limb-darkening coefficients (2011A&A...529A..75C), assuming a microturbulent velocity of 2 km/s." 2013MNRAS.434.1321M "" 6 HD219080 348.13752 49.40621
HD190658 "V1472 Aql" 2.33 "" 0.03 H "" 1 7 "SB1 binary, secondary not resolved, fills roche lobe = non-spherical, hip2 plx revised to 2.6+/-1mas." 2014A&A...564A...1B "" 0 HD190658 301.36061 15.50043
HD352 "AP Psc" 1.38 "" 0.02 H "" 1 7 "SB1 binary, secondary not resolved, fills roche lobe = non-spherical" 2014A&A...564A...1B "" 1 HD352 2.05040 -2.44771
HD352 "AP Psc" 1.6 "" 0.02 H "" 1 7 "SB1 binary, secondary not resolved, fills roche lobe = non-spherical" 2014A&A...564A...1B "" 1 HD352 2.05040 -2.44771
HD35155 "V1261 Ori" 2.25 "" 0.08 H "" 1 7 "SB1 binary, secondary not resolved, roche lobe far from being filled, photometric ellipsoidal variations puzzling." 2014A&A...564A...1B "" 0 HD35155 80.57770 -8.66613
"2MASS J20424649+0841135" "ER Del" 0.61 "" 0.04 H "" 1 7 "SB1 binary, secondary not resolved" 2014A&A...564A...1B "" 0 "2MASS J20424649+0841135" 310.69374 8.68709
"2MASS J18150712-0018523" "FG Ser" 0.83 "" 0.03 H "" 1 7 "SB1 binary, secondary not resolved, fills roche lobe = non-spherical" 2014A&A...564A...1B "" 0 "2MASS J18150712-0018523" 273.77959 -0.31452
"2MASS J18150712-0018523" "FG Ser" 0.94 "" 0.05 H "" 1 7 "SB1 binary, secondary not resolved, fills roche lobe = non-spherical" 2014A&A...564A...1B "" 0 "2MASS J18150712-0018523" 273.77959 -0.31452
HD207757 "AG Peg" 1 "" 0.04 H "" 1 7 "SB1 binary, secondary not resolved" 2014A&A...564A...1B "" 2 HD207757 327.75822 12.62559
HD217906 "BET PEG" 16.32 "" 1 K "" 1 8 "irregular pulsating variable" 2014A&A...566A..88A "" 16 HD217906 345.94357 28.08279
HD210967 "EPS OCT" 11.42 "" 1.5 K "" 1 8 "semiregular late-type giant" 2014A&A...566A..88A "" 2 HD210967 335.00700 -80.43975
HD189124 "NU Pav" 12.78 "" 1.75 K "" 1 8 "semiregular late-type giant" 2014A&A...566A..88A "" 1 HD189124 300.43644 -59.37589
HD224427 "PSI PEG" 6.09 "" 0.35 K "" 1 8 "" 2014A&A...566A..88A "" 3 HD224427 359.43969 25.14140
HD115659 "GAM HYA" 3.71 "" 0.65 K "" 1 8 "low-amplitude variable" 2014A&A...566A..88A "" 2 HD115659 199.73040 -23.17151
"2MASS J17454004-2900225" "CG IRS 7" 1.076 1.116 0.093 K "" 1 8 "ld coeff from 2000A&A...363.1081C" 2014A&A...568A..85P "" 0 "2MASS J17454004-2900225" 266.41661 -29.00618
HD24398 "" 0.531 0.54 0.007 734nm "" 1 4 "2 wavelength ranges @ 550 and 740 nm. Retained the one used on the longest base.ld coefficients from 2011A&A...529A..75C" 2014A&A...570A.104C "" 3 HD24398 58.53301 31.88363
HD35468 "" 0.701 0.71 0.005 740nm "" 1 4 "2 wavelength ranges @ 550 and 740 nm. Retained the one used on the longest base.ld coefficients from 2011A&A...529A..75C" 2014A&A...570A.104C "" 9 HD35468 81.28276 6.34970
HD160762 "" 0.304 0.31 0.01 738nm "" 1 4 "2 wavelength ranges @ 550 and 740 nm. Retained the one used on the longest base.ld coefficients from 2011A&A...529A..75C" 2014A&A...570A.104C "" 5 HD160762 264.86619 46.00633
HD176437 "" 0.742 0.76 0.01 730nm "" 1 4 "2 wavelength ranges @ 550 and 740 nm. Retained the one used on the longest base.ld coefficients from 2011A&A...529A..75C" 2014A&A...570A.104C "" 8 HD176437 284.73593 32.68956
HD177756 "" 0.529 0.54 0.003 730nm "" 1 4 "2 wavelength ranges @ 550 and 740 nm. Retained the one used on the longest base.ld coefficients from 2011A&A...529A..75C" 2014A&A...570A.104C "" 6 HD177756 286.56225 -4.88256
HD184171 "" 0.229 0.23 0.011 740nm "" 1 4 "2 wavelength ranges @ 550 and 740 nm. Retained the one used on the longest base.ld coefficients from 2011A&A...529A..75C" 2014A&A...570A.104C "" 3 HD184171 292.94301 34.45297
HD186882 "" 0.766 0.79 0.004 735nm "" 1 4 "2 wavelength ranges @ 550 and 740 nm. Retained the one used on the longest base.ld coefficients from 2011A&A...529A..75C" 2014A&A...570A.104C "" 8 HD186882 296.24366 45.13081
HD214923 "" 0.539 0.55 0.009 735nm "" 1 4 "2 wavelength ranges @ 550 and 740 nm. Retained the one used on the longest base.ld coefficients from 2011A&A...529A..75C" 2014A&A...570A.104C "" 3 HD214923 340.36550 10.83136
HD39801 "Alpha Ori" 41.01 42.28 0.41 K "" 1 8 "power law for LD, see 1997A&A...327..199H with alpha=0.155." 2014A&A...572A..17M "" 24 HD39801 88.79294 7.40706
HD185351 "" 1.089 1.12 0.016 1.67 0.32 1 7 "ld coefficients from 2011A&A...529A..75C" 2014ApJ...794...15J "" 1 HD185351 294.15823 44.69493
HD185351 "" 1.064 1.133 0.009 0.6-0.8 0.64 1 3 "ld coefficients from 2011A&A...529A..75C" 2014ApJ...794...15J "" 1 HD185351 294.15823 44.69493
HD432 "" "" 2.027 0.122 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 8 HD432 2.29452 59.14978
BD+57150A "" "" 1.894 0.114 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 11 BD+57150A 12.27621 57.81519
HD9826 "" "" 1.021 0.06 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 6 HD9826 24.19934 41.40546
HD10476 "" "" 1.067 0.064 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 6 HD10476 25.62401 20.26852
HD10700 "" "" 2.015 0.023 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 9 HD10700 26.01701 -15.93748
HD13161 "" "" 1.05 0.1 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 3 HD13161 32.38595 34.98730
HD13974 "" "" 1.105 0.111 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 1 HD13974 34.26348 34.22423
HD16895 "" "" 1.086 0.056 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 5 HD16895 41.04995 49.22845
HD19373 "" "" 1.086 0.056 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 7 HD19373 47.26675 49.61328
HD20630 "" "" 0.895 0.07 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 10 HD20630 49.84040 3.37020
HD22049 "" "" 2.126 0.131 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 5 HD22049 53.23269 -9.45826
HD22484 "" "" 1.13 0.068 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 0 HD22484 54.21727 0.39959
HD30652 "" "" 1.409 0.05 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 8 HD30652 72.46005 6.96127
HD34411 "" "" 0.94 0.056 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 4 HD34411 79.78531 40.09905
HD38393 "" "" 1.871 0.112 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 3 HD38393 86.11580 -22.44838
HD38678 "" "" 0.67 0.14 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 5 HD38678 86.73892 -14.82195
HD39587 "" "" 1.124 0.057 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 10 HD39587 88.59576 20.27617
HD40136 "" "" 0.987 0.059 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 5 HD40136 89.10122 -14.16770
HD56537 "" "" 0.644 0.006 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 6 HD56537 109.52325 16.54039
HD88230 "" "" 1.238 0.054 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 3 HD88230 152.84225 49.45424
HD95128 "" "" 0.774 0.073 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 2 HD95128 164.86656 40.43026
HD95418 "" "" 1.078 0.065 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 8 HD95418 165.46032 56.38243
HD95735 "" "" 1.439 0.05 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 3 HD95735 165.83414 35.96988
HD102647 "" "" 1.339 0.087 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 11 HD102647 177.26491 14.57206
HD102870 "" "" 1.431 0.086 8-13 "" 1 11 "KIN (nuller) measurement. LD correction negligible. 25 science targets already published in 2011ApJ...734...67M ." 2014ApJ...797..119M "" 7 HD102870 177.67383 1.76472
